Provider Group Level based on AandE Type 1,Provider Code,Metrices Type,Metric,Label,SD away from Hospital Average,SD away from National Average
Bet Bottom & Top,RRV,Monthly,Dec_To_Adm_4_to_12Hrs,M6,0.73,-0.63
Bet Bottom & Top,RRV,Monthly,Dec_To_Adm_Over_12Hrs,M7,1.37,-0.68
Bet Bottom & Top,RNA,Monthly,AandE_Attends_Type1,M1,0.67,-0.26
Bet Bottom & Top,RNA,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.99,-0.25
Bet Bottom & Top,RNA,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,1.53,-0.23
Bet Bottom & Top,RNA,Monthly,Emerg_Adms_Via_Type1,M4,1.31,0.3
Bet Bottom & Top,RNA,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.52,0.75
Bet Bottom & Top,RNA,Monthly,Dec_To_Adm_4_to_12Hrs,M6,0.21,-0.32
Bet Bottom & Top,RNA,Monthly,Dec_To_Adm_Over_12Hrs,M7,-1,-0.86
Bet Bottom & Top,RNS,Monthly,AandE_Attends_Type1,M1,-0.16,-0.39
Bet Bottom & Top,RNS,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.29,-0.42
Bet Bottom & Top,RNS,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.18,-0.29
Bet Bottom & Top,RNS,Monthly,Emerg_Adms_Via_Type1,M4,1.2,-0.76
Bet Bottom & Top,RNS,Monthly,Emerg_Adms_Not_Via_AandE,M5,-1.22,0.34
Bet Bottom & Top,RNS,Monthly,Dec_To_Adm_4_to_12Hrs,M6,1.46,-0.53
Bet Bottom & Top,RNS,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.15,0.67
Bet Bottom & Top,RP5,Monthly,AandE_Attends_Type1,M1,0.08,0.35
Bet Bottom & Top,RP5,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.37,0.35
Bet Bottom & Top,RP5,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.55,0.29
Bet Bottom & Top,RP5,Monthly,Emerg_Adms_Via_Type1,M4,1.33,0.08
Bet Bottom & Top,RP5,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.72,-0.3
Bet Bottom & Top,RP5,Monthly,Dec_To_Adm_4_to_12Hrs,M6,0,0.76
Bet Bottom & Top,RP5,Monthly,Dec_To_Adm_Over_12Hrs,M7,-1.13,-0.62
Bet Bottom & Top,RR8,Monthly,AandE_Attends_Type1,M1,-0.01,1.26
Bet Bottom & Top,RR8,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,1.98,1.22
Bet Bottom & Top,RR8,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-1,1.1
Bet Bottom & Top,RR8,Monthly,Emerg_Adms_Via_Type1,M4,0.93,0.37
Bet Bottom & Top,RR8,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.43,0.07
Bet Bottom & Top,RR8,Monthly,Dec_To_Adm_4_to_12Hrs,M6,1.18,1.39
Bet Bottom & Top,RR8,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.7,0.25
Bet Bottom & Top,RTK,Monthly,AandE_Attends_Type1,M1,-0.56,-0.22
Bet Bottom & Top,RTK,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-1.11,-0.32
Bet Bottom & Top,RTK,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.38,-0.07
Bet Bottom & Top,RTK,Monthly,Emerg_Adms_Via_Type1,M4,2.48,-0.13
Bet Bottom & Top,RTK,Monthly,Emerg_Adms_Not_Via_AandE,M5,-0.26,-0.18
Bet Bottom & Top,RTK,Monthly,Dec_To_Adm_4_to_12Hrs,M6,1.23,-0.15
Bet Bottom & Top,RTK,Monthly,Dec_To_Adm_Over_12Hrs,M7,1.26,-0.93
Bet Bottom & Top,RTP,Monthly,AandE_Attends_Type1,M1,-0.11,-0.33
Bet Bottom & Top,RTP,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.22,-0.12
Bet Bottom & Top,RTP,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.34,-0.51
Bet Bottom & Top,RTP,Monthly,Emerg_Adms_Via_Type1,M4,1.11,-0.07
Bet Bottom & Top,RTP,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.98,-0.15
Bet Bottom & Top,RTP,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.95,-0.19
Bet Bottom & Top,RTP,Monthly,Dec_To_Adm_Over_12Hrs,M7,1.28,0.55
Bet Bottom & Top,RTR,Monthly,AandE_Attends_Type1,M1,-0.05,-0.16
Bet Bottom & Top,RTR,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,1.63,-0.15
Bet Bottom & Top,RTR,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.63,-0.15
Bet Bottom & Top,RTR,Monthly,Emerg_Adms_Via_Type1,M4,0.99,-0.45
Bet Bottom & Top,RTR,Monthly,Emerg_Adms_Not_Via_AandE,M5,2.38,1.1
Bet Bottom & Top,RTR,Monthly,Dec_To_Adm_4_to_12Hrs,M6,0.05,0.39
Bet Bottom & Top,RTR,Monthly,Dec_To_Adm_Over_12Hrs,M7,1.47,-0.5
Bet Bottom & Top,RTX,Monthly,AandE_Attends_Type1,M1,0.42,-0.42
Bet Bottom & Top,RTX,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.9,-0.12
Bet Bottom & Top,RTX,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.28,-0.69
Bet Bottom & Top,RTX,Monthly,Emerg_Adms_Via_Type1,M4,1.79,-0.18
Bet Bottom & Top,RTX,Monthly,Emerg_Adms_Not_Via_AandE,M5,0.13,-0.27
Bet Bottom & Top,RTX,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.5,-0.49
Bet Bottom & Top,RTX,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.86,0.51
Top 10%,RVJ,Monthly,AandE_Attends_Type1,M1,0.31,-0.5
Top 10%,RVJ,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,1.95,0.1
Top 10%,RVJ,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-1.5,-1.09
Top 10%,RVJ,Monthly,Emerg_Adms_Via_Type1,M4,0.83,0.12
Top 10%,RVJ,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.73,0.99
Top 10%,RVJ,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.42,-0.41
Top 10%,RVJ,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.71,-0.56
Top 10%,RVR,Monthly,AandE_Attends_Type1,M1,0.31,0.44
Top 10%,RVR,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.19,1.16
Top 10%,RVR,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.31,-0.43
Top 10%,RVR,Monthly,Emerg_Adms_Via_Type1,M4,0.09,-0.75
Top 10%,RVR,Monthly,Emerg_Adms_Not_Via_AandE,M5,-0.47,-1.12
Top 10%,RVR,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-1.1,-0.46
Top 10%,RVR,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.59,0.13
Bottom 10%,RVV,Monthly,AandE_Attends_Type1,M1,-1.79,0.32
Bottom 10%,RVV,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-2.08,-0.43
Bottom 10%,RVV,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.65,1.09
Bottom 10%,RVV,Monthly,Emerg_Adms_Via_Type1,M4,-0.53,0.31
Bottom 10%,RVV,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.24,0.66
Bottom 10%,RVV,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.8,-0.48
Bottom 10%,RVV,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.99,2.41
Bet Bottom & Top,RVY,Monthly,AandE_Attends_Type1,M1,-0.15,-0.61
Bet Bottom & Top,RVY,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.29,-0.41
Bet Bottom & Top,RVY,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.36,-0.73
Bet Bottom & Top,RVY,Monthly,Emerg_Adms_Via_Type1,M4,-0.09,-0.73
Bet Bottom & Top,RVY,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.12,-1.14
Bet Bottom & Top,RVY,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.84,-0.58
Bet Bottom & Top,RVY,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.6,-0.08
Bottom 10%,RWA,Monthly,AandE_Attends_Type1,M1,0.59,-0.09
Bottom 10%,RWA,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.14,-0.51
Bottom 10%,RWA,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.71,0.39
Bottom 10%,RWA,Monthly,Emerg_Adms_Via_Type1,M4,0.92,0.05
Bottom 10%,RWA,Monthly,Emerg_Adms_Not_Via_AandE,M5,0.58,1.15
Bottom 10%,RWA,Monthly,Dec_To_Adm_4_to_12Hrs,M6,0.51,0.21
Bottom 10%,RWA,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.72,0.14
Bottom 10%,RWD,Monthly,AandE_Attends_Type1,M1,1.54,0.33
Bottom 10%,RWD,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.57,-0.23
Bottom 10%,RWD,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,1.58,0.9
Bottom 10%,RWD,Monthly,Emerg_Adms_Via_Type1,M4,1.07,0.59
Bottom 10%,RWD,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.91,0.02
Bottom 10%,RWD,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.86,0.43
Bottom 10%,RWD,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.45,1.09
Bet Bottom & Top,RWE,Monthly,AandE_Attends_Type1,M1,0.43,1.82
Bet Bottom & Top,RWE,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,1.01,1.5
Bet Bottom & Top,RWE,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0,1.86
Bet Bottom & Top,RWE,Monthly,Emerg_Adms_Via_Type1,M4,1.54,1.34
Bet Bottom & Top,RWE,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.75,2.82
Bet Bottom & Top,RWE,Monthly,Dec_To_Adm_4_to_12Hrs,M6,0.31,1.09
Bet Bottom & Top,RWE,Monthly,Dec_To_Adm_Over_12Hrs,M7,1.12,2.31
Top 10%,RWF,Monthly,AandE_Attends_Type1,M1,1.07,1.43
Top 10%,RWF,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,1.59,3.08
Top 10%,RWF,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.15,-0.65
Top 10%,RWF,Monthly,Emerg_Adms_Via_Type1,M4,2.29,1.73
Top 10%,RWF,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.68,0.09
Top 10%,RWF,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.08,-0.14
Top 10%,RWF,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.45,-0.88
Bottom 10%,RWG,Monthly,AandE_Attends_Type1,M1,1.25,-0.52
Bottom 10%,RWG,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,2.18,-0.88
Bottom 10%,RWG,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.27,-0.02
Bottom 10%,RWG,Monthly,Emerg_Adms_Via_Type1,M4,2.36,0.12
Bottom 10%,RWG,Monthly,Emerg_Adms_Not_Via_AandE,M5,-0.48,-0.59
Bottom 10%,RWG,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.51,0.68
Bottom 10%,RWG,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.3,-0.94
Bottom 10%,RWH,Monthly,AandE_Attends_Type1,M1,0.47,-0.23
Bottom 10%,RWH,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.15,-0.72
Bottom 10%,RWH,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.67,0.36
Bottom 10%,RWH,Monthly,Emerg_Adms_Via_Type1,M4,-0.05,-0.27
Bottom 10%,RWH,Monthly,Emerg_Adms_Not_Via_AandE,M5,0.41,-0.87
Bottom 10%,RWH,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.2,-0.92
Bottom 10%,RWH,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.32,-0.65
Bet Bottom & Top,RWJ,Monthly,AandE_Attends_Type1,M1,0.27,-0.29
Bet Bottom & Top,RWJ,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.09,-0.21
Bet Bottom & Top,RWJ,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.29,-0.32
Bet Bottom & Top,RWJ,Monthly,Emerg_Adms_Via_Type1,M4,0.28,-0.24
Bet Bottom & Top,RWJ,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.9,-0.3
Bet Bottom & Top,RWJ,Monthly,Dec_To_Adm_4_to_12Hrs,M6,0.52,0.38
Bet Bottom & Top,RWJ,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.13,-0.44
Bet Bottom & Top,RWP,Monthly,AandE_Attends_Type1,M1,0.22,0.22
Bet Bottom & Top,RWP,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.47,-0.15
Bet Bottom & Top,RWP,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.77,0.59
Bet Bottom & Top,RWP,Monthly,Emerg_Adms_Via_Type1,M4,-0.36,0.12
Bet Bottom & Top,RWP,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.9,0.34
Bet Bottom & Top,RWP,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.23,0.38
Bet Bottom & Top,RWP,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.94,0.03
Bet Bottom & Top,RWW,Monthly,AandE_Attends_Type1,M1,0.44,-0.67
Bet Bottom & Top,RWW,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.06,-0.73
Bet Bottom & Top,RWW,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.48,-0.49
Bet Bottom & Top,RWW,Monthly,Emerg_Adms_Via_Type1,M4,0.47,-0.47
Bet Bottom & Top,RWW,Monthly,Emerg_Adms_Not_Via_AandE,M5,0.15,-1.03
Bet Bottom & Top,RWW,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.87,-0.51
Bet Bottom & Top,RWW,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.97,1.21
Bet Bottom & Top,RWY,Monthly,AandE_Attends_Type1,M1,-0.07,0.67
Bet Bottom & Top,RWY,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.8,1.11
Bet Bottom & Top,RWY,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.79,0.07
Bet Bottom & Top,RWY,Monthly,Emerg_Adms_Via_Type1,M4,0.14,-0.02
Bet Bottom & Top,RWY,Monthly,Emerg_Adms_Not_Via_AandE,M5,-0.03,-0.24
Bet Bottom & Top,RWY,Monthly,Dec_To_Adm_4_to_12Hrs,M6,1.56,0.76
Bet Bottom & Top,RWY,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.23,-0.94
Bet Bottom & Top,RXC,Monthly,AandE_Attends_Type1,M1,0.18,-0.22
Bet Bottom & Top,RXC,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.48,-0.1
Bet Bottom & Top,RXC,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.26,-0.32
Bet Bottom & Top,RXC,Monthly,Emerg_Adms_Via_Type1,M4,-0.21,0.05
Bet Bottom & Top,RXC,Monthly,Emerg_Adms_Not_Via_AandE,M5,0.84,-0.6
Bet Bottom & Top,RXC,Monthly,Dec_To_Adm_4_to_12Hrs,M6,1.65,-0.79
Bet Bottom & Top,RXC,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.43,-0.94
Bet Bottom & Top,RXK,Monthly,AandE_Attends_Type1,M1,-0.49,0.69
Bet Bottom & Top,RXK,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,-0.7,0.53
Bet Bottom & Top,RXK,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.04,0.74
Bet Bottom & Top,RXK,Monthly,Emerg_Adms_Via_Type1,M4,-0.12,0
Bet Bottom & Top,RXK,Monthly,Emerg_Adms_Not_Via_AandE,M5,-0.97,-0.77
Bet Bottom & Top,RXK,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.26,1.27
Bet Bottom & Top,RXK,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.36,-0.63
Bet Bottom & Top,RXL,Monthly,AandE_Attends_Type1,M1,0.33,-0.46
Bet Bottom & Top,RXL,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.36,-0.51
Bet Bottom & Top,RXL,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.2,-0.31
Bet Bottom & Top,RXL,Monthly,Emerg_Adms_Via_Type1,M4,1.05,-0.34
Bet Bottom & Top,RXL,Monthly,Emerg_Adms_Not_Via_AandE,M5,0.91,0.57
Bet Bottom & Top,RXL,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.64,-0.58
Bet Bottom & Top,RXL,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.95,2
Bet Bottom & Top,RXN,Monthly,AandE_Attends_Type1,M1,0.89,0.21
Bet Bottom & Top,RXN,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.83,0.56
Bet Bottom & Top,RXN,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.97,-0.22
Bet Bottom & Top,RXN,Monthly,Emerg_Adms_Via_Type1,M4,1.33,-0.1
Bet Bottom & Top,RXN,Monthly,Emerg_Adms_Not_Via_AandE,M5,2.55,0.73
Bet Bottom & Top,RXN,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-1.31,0.75
Bet Bottom & Top,RXN,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.36,-0.54
Bet Bottom & Top,RXP,Monthly,AandE_Attends_Type1,M1,1.24,0.34
Bet Bottom & Top,RXP,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.65,-0.06
Bet Bottom & Top,RXP,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.63,0.74
Bet Bottom & Top,RXP,Monthly,Emerg_Adms_Via_Type1,M4,-0.63,0.63
Bet Bottom & Top,RXP,Monthly,Emerg_Adms_Not_Via_AandE,M5,-1.32,-0.41
Bet Bottom & Top,RXP,Monthly,Dec_To_Adm_4_to_12Hrs,M6,1.23,1.9
Bet Bottom & Top,RXP,Monthly,Dec_To_Adm_Over_12Hrs,M7,-0.97,-0.94
Bet Bottom & Top,RXQ,Monthly,AandE_Attends_Type1,M1,1.13,-0.19
Bet Bottom & Top,RXQ,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,1.07,-0.15
Bet Bottom & Top,RXQ,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,0.58,-0.2
Bet Bottom & Top,RXQ,Monthly,Emerg_Adms_Via_Type1,M4,0.54,0.32
Bet Bottom & Top,RXQ,Monthly,Emerg_Adms_Not_Via_AandE,M5,0.5,-0.17
Bet Bottom & Top,RXQ,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-1.19,-0.78
Bet Bottom & Top,RXQ,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.96,0.01
Bet Bottom & Top,RXR,Monthly,AandE_Attends_Type1,M1,0.72,-0.04
Bet Bottom & Top,RXR,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,1.68,0.09
Bet Bottom & Top,RXR,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.24,-0.18
Bet Bottom & Top,RXR,Monthly,Emerg_Adms_Via_Type1,M4,0.97,0.69
Bet Bottom & Top,RXR,Monthly,Emerg_Adms_Not_Via_AandE,M5,0.4,0.2
Bet Bottom & Top,RXR,Monthly,Dec_To_Adm_4_to_12Hrs,M6,1.04,-0.04
Bet Bottom & Top,RXR,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.19,0.96
Bet Bottom & Top,RXW,Monthly,AandE_Attends_Type1,M1,-0.27,-0.16
Bet Bottom & Top,RXW,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,0.08,-0.5
Bet Bottom & Top,RXW,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.46,0.25
Bet Bottom & Top,RXW,Monthly,Emerg_Adms_Via_Type1,M4,-1.28,-0.32
Bet Bottom & Top,RXW,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.8,1.22
Bet Bottom & Top,RXW,Monthly,Dec_To_Adm_4_to_12Hrs,M6,-0.98,-0.6
Bet Bottom & Top,RXW,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.58,1.36
Bet Bottom & Top,RYR,Monthly,AandE_Attends_Type1,M1,2.64,2.74
Bet Bottom & Top,RYR,Monthly,Attends_Under_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M2,2.2,2.86
Bet Bottom & Top,RYR,Monthly,Attends_Over_4Hrs_Arr_To_Adm_Tfr_Disch_Type1,M3,-0.03,2.14
Bet Bottom & Top,RYR,Monthly,Emerg_Adms_Via_Type1,M4,2.9,2.92
Bet Bottom & Top,RYR,Monthly,Emerg_Adms_Not_Via_AandE,M5,1.09,0.58
Bet Bottom & Top,RYR,Monthly,Dec_To_Adm_4_to_12Hrs,M6,0.75,1.55
Bet Bottom & Top,RYR,Monthly,Dec_To_Adm_Over_12Hrs,M7,0.08,1.74
Bet Bottom & Top,R0A,Daily,Daily_Average_Staff_Absence,D1,-1.14,4.72
Bet Bottom & Top,R0A,Daily,Arriving_by_ambulance,D2,1.21,2.19
Bet Bottom & Top,R0A,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.71,-0.25
Bet Bottom & Top,R0A,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.69,4.02
Bet Bottom & Top,R0A,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.65,2.87
Bet Bottom & Top,R0A,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.28,3.12
Bet Bottom & Top,R0A,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.12,3.17
Bet Bottom & Top,R0B,Daily,Daily_Average_Staff_Absence,D1,-1.26,0.34
Bet Bottom & Top,R0B,Daily,Arriving_by_ambulance,D2,1.29,0.7
Bet Bottom & Top,R0B,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.42,-0.39
Bet Bottom & Top,R0B,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.71,0.42
Bet Bottom & Top,R0B,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.95,0.47
Bet Bottom & Top,R0B,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.12,0.49
Bet Bottom & Top,R0B,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.18,0.49
Bet Bottom & Top,R1H,Daily,Daily_Average_Staff_Absence,D1,-1.03,0.2
Bet Bottom & Top,R1H,Daily,Arriving_by_ambulance,D2,0.52,1.86
Bet Bottom & Top,R1H,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.83,0.16
Bet Bottom & Top,R1H,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.63,0.56
Bet Bottom & Top,R1H,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.64,1.96
Bet Bottom & Top,R1H,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.37,1.83
Bet Bottom & Top,R1H,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.08,1.64
Bet Bottom & Top,R1K,Daily,Daily_Average_Staff_Absence,D1,-0.83,-0.4
Bet Bottom & Top,R1K,Daily,Arriving_by_ambulance,D2,0.87,1.25
Bet Bottom & Top,R1K,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-1.3,-0.01
Bet Bottom & Top,R1K,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.15,-0.07
Bet Bottom & Top,R1K,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.45,0.55
Bet Bottom & Top,R1K,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.58,0.4
Bet Bottom & Top,R1K,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.18,0.32
Bet Bottom & Top,RA2,Daily,Daily_Average_Staff_Absence,D1,-0.82,-0.91
Bet Bottom & Top,RA2,Daily,Arriving_by_ambulance,D2,0.84,-1.07
Bet Bottom & Top,RA2,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.27,-0.66
Bet Bottom & Top,RA2,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.26,-0.9
Bet Bottom & Top,RA2,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.3,-0.59
Bet Bottom & Top,RA2,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.39,-0.55
Bet Bottom & Top,RA2,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.57,-0.51
Bet Bottom & Top,RA7,Daily,Daily_Average_Staff_Absence,D1,-0.33,0.26
Bet Bottom & Top,RA7,Daily,Arriving_by_ambulance,D2,1.06,0.66
Bet Bottom & Top,RA7,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.88,0.97
Bet Bottom & Top,RA7,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.46,0.46
Bet Bottom & Top,RA7,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.02,-0.11
Bet Bottom & Top,RA7,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.43,-0.17
